Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
36.8,17.8,20.3,13297.312,12/08/2022,3313071,18453
49.5,7.6,35.6,13392.72,17/08/2022,3313071,18453
27.2,5.8,24.7,3896.672,12/08/2022,3313071,19861
32.6,0.4,30.1,392.504,12/08/2022,3313071,19861
25.1,10.2,19,4864.38,12/08/2022,3313071,18748
32,1,29.5,944,17/08/2022,3313071,18748
91.4,18.5,19.1,32296.19,12/08/2022,3313071,19627
31.6,1.4,29.1,1287.384,12/08/2022,3313071,19627
49.5,7.6,35.6,13392.72,12/08/2022,3313071,19423
43.2,7.6,27.9,9160.128,12/08/2022,3313071,19423
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19944
21.8,3.6,14.2,1114.416,03/08/2022,3313071,19944
60.7,13.5,29.7,24337.665,03/08/2022,3313071,19944
35.3,13,22.6,10371.14,03/08/2022,3313071,19944
34.3,11.4,26.7,10440.234,03/08/2022,3313071,19944
26.7,6.3,24.1,4053.861,12/08/2022,3313071,18709
34,9.1,18.8,5816.72,12/08/2022,3313071,20255
31.8,1.2,29.3,1118.088,12/08/2022,3313071,19514
30.5,2.5,22.9,1746.125,12/08/2022,3313071,18799
17.8,5.6,17.3,1724.464,12/08/2022,3313071,18840
45.7,21.6,22.9,22605.048,12/08/2022,3313071,19067
25.4,12.7,17.8,5741.924,12/08/2022,3313071,18795
36.8,17.8,20.3,13297.312,12/08/2022,3313071,18757
43.2,7.6,27.9,9160.128,12/08/2022,3313071,19248
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19999
25.4,5.1,17.8,2305.812,12/08/2022,3313071,19309
40.6,12.7,30.5,15726.41,12/08/2022,3313071,20097
31,2,28.4,1760.8,12/08/2022,3313071,19663
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19382
22.9,2.5,15.2,870.2,12/08/2022,3313071,19382
35.8,7.4,20.6,5457.352,12/08/2022,3313071,19382
27.2,5.8,24.6,3880.896,12/08/2022,3313071,19382
36.8,17.8,20.3,13297.312,12/08/2022,3313071,20013
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19976
44.5,20.3,35.6,32159.26,03/08/2022,3313071,19976
48.3,15.2,33,24227.28,03/08/2022,3313071,19976
34,9.1,18.8,5816.72,03/08/2022,3313071,19976
50.8,30.5,35.6,55158.64,03/08/2022,3313071,19976
24.1,8.9,21.6,4632.984,03/08/2022,3313071,19976
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19082
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19223
45.7,21.6,22.9,22605.048,12/08/2022,3313071,19752
24.1,2.8,16.5,1113.42,12/08/2022,3313071,19819
35.6,22.9,31.8,25924.632,12/08/2022,3313071,19819
25.4,12.7,17.8,5741.924,12/08/2022,3313071,20221
29.5,3.5,27,2787.75,12/08/2022,3313071,20099
22.2,8.3,14,2579.64,12/08/2022,3313071,18751
48.3,27.9,31.8,42852.726,12/08/2022,3313071,19310
43.2,22.9,27.9,27600.912,12/08/2022,3313071,19310
29.4,3.6,26.9,2847.096,12/08/2022,3313071,19343
36.2,27.9,28.6,28885.428,12/08/2022,3313071,19758
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19101
28.4,4.6,25.9,3383.576,12/08/2022,3313071,19732
29.5,3.5,27,2787.75,03/08/2022,3313071,19732
32.4,0.6,29.8,579.312,12/08/2022,3313071,19023
19.8,8.1,10.4,1667.952,12/08/2022,3313071,18575
29.7,5.6,22.9,3808.728,12/08/2022,3313071,18575
40.6,12.7,30.5,15726.41,17/08/2022,3313071,18575
34.3,7.6,24.1,6282.388,17/08/2022,3313071,18575
29.7,3.3,27.2,2665.872,12/08/2022,3313071,20148
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19903
31,2,28.5,1767,12/08/2022,3313071,19185
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19836
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19825
22.9,2.5,15.2,870.2,12/08/2022,3313071,19107
32.6,0.4,30.1,392.504,12/08/2022,3313071,19302
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19302
29.5,6.1,11.2,2015.44,12/08/2022,3313071,19180
25.4,12.7,17.8,5741.924,12/08/2022,3313071,19654
36.8,17.8,20.3,13297.312,03/08/2022,3313071,19654
32.8,0.3,30.2,297.168,12/08/2022,3313071,19859
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19142
48.3,15.2,33,24227.28,12/08/2022,3313071,19226
48.3,15.2,33,24227.28,12/08/2022,3313071,18671
25.4,7.6,17.8,3436.112,12/08/2022,3313071,18877
30.2,2.8,27.7,2342.312,12/08/2022,3313071,19490
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19490
66,40.6,53.3,142822.68,17/08/2022,3313071,19490
39.4,7.6,31.8,9522.192,12/08/2022,3313071,18901
26.4,6.6,23.9,4164.336,12/08/2022,3313071,19701
53.3,38.1,45.7,92804.361,12/08/2022,3313071,19187
31.6,1.4,29.1,1287.384,12/08/2022,3313071,19894
38.9,4.3,23.6,3947.572,12/08/2022,3313071,19894
33,20.3,26.7,17886.33,12/08/2022,3313071,18740
33,20.3,26.7,17886.33,12/08/2022,3313071,19869
32.8,0.3,30.2,297.168,12/08/2022,3313071,19256
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19577
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19950
32.3,0.8,29.7,767.448,12/08/2022,3313071,18903
32.9,10.3,17.6,5964.112,17/08/2022,3313071,18903
25.4,12.7,17.8,5741.924,12/08/2022,3313071,20152
30.5,5.1,17.8,2768.79,12/08/2022,3313071,19252
35.1,12.7,24.9,11099.673,12/08/2022,3313071,19742
22.1,3.3,14.5,1057.485,12/08/2022,3313071,19742
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19887
24.2,8.8,21.7,4621.232,12/08/2022,3313071,19887
24.3,8.7,21.8,4608.738,12/08/2022,3313071,18836
40.6,12.7,30.5,15726.41,12/08/2022,3313071,18927
54.6,25.4,43.2,59911.488,12/08/2022,3313071,18927
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19190
31.2,1.8,28.7,1611.792,12/08/2022,3313071,19531
30.5,10.2,19.1,5942.01,12/08/2022,3313071,19291
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19291
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19917
61.6,33,41.3,83954.64,12/08/2022,3313071,19482
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19482
30.9,2.1,28.4,1842.876,12/08/2022,3313071,20122
24,5,16.7,2004,12/08/2022,3313071,20122
29.2,3.8,26.7,2962.632,12/08/2022,3313071,18950
44.5,20.3,35.6,32159.26,12/08/2022,3313071,18950
26.2,6.9,23.6,4266.408,12/08/2022,3313071,18950
39.4,7.6,31.8,9522.192,17/08/2022,3313071,18950
30,5.6,17.3,2906.4,12/08/2022,3313071,19983
27.7,5.3,25.2,3699.612,12/08/2022,3313071,19941
42.2,1,26.9,1135.18,12/08/2022,3313071,19671
25.4,12.7,17.8,5741.924,12/08/2022,3313071,19671
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19844
25.4,7.6,22.9,4420.616,12/08/2022,3313071,19844
39.4,7.6,31.8,9522.192,03/08/2022,3313071,19844
22.6,5.1,14.5,1671.27,12/08/2022,3313071,19051
20.3,5.1,12.7,1314.831,12/08/2022,3313071,19152
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19152
34,9.1,18.8,5816.72,12/08/2022,3313071,18990
25.4,7.6,17.8,3436.112,12/08/2022,3313071,18276
30,5.6,17.3,2906.4,12/08/2022,3313071,19128
25.4,7.6,17.8,3436.112,12/08/2022,3313071,20044
30.5,2.8,22.9,1955.66,24/08/2022,4247527,309
29.2,3.8,26.7,2962.632,24/08/2022,4247527,1069
25.4,7.6,22.9,4420.616,24/08/2022,4247527,583
25.4,12.7,17.8,5741.924,24/08/2022,4247527,526
25.4,12.7,17.8,5741.924,24/08/2022,4247527,526
31.8,1.3,29.2,1207.128,24/08/2022,4247527,280
40.6,12.7,30.5,15726.41,24/08/2022,4247527,280
26.7,6.3,24.1,4053.861,24/08/2022,4247527,288
25.4,12.7,17.8,5741.924,24/08/2022,4247527,504
25.4,7.6,17.8,3436.112,24/08/2022,4247527,783
39.4,7.6,31.8,9522.192,24/08/2022,4247527,753
31.5,1.5,29,1370.25,24/08/2022,4247527,753
30.4,2.7,27.8,2281.824,24/08/2022,4247527,1176
48.3,15.2,33,24227.28,24/08/2022,4247527,155
40.6,2.5,25.4,2578.1,24/08/2022,4247527,960
31.7,1.4,29.1,1291.458,24/08/2022,4247527,1303
25.4,7.6,17.8,3436.112,24/08/2022,4247527,1303
25.7,7.4,23.1,4393.158,24/08/2022,4247527,922
34.3,11.4,26.7,10440.234,24/08/2022,4247527,922
39.4,7.6,31.8,9522.192,24/08/2022,4247527,398
37.1,9.1,21.3,7191.093,24/08/2022,4247527,905
26.7,6.3,24.1,4053.861,24/08/2022,4247527,451
22.4,3,14.7,987.84,24/08/2022,4247527,451
32,3.6,19.3,2223.36,24/08/2022,4247527,360
36.8,17.8,20.3,13297.312,24/08/2022,4247527,360
30.5,10.2,19.1,5942.01,24/08/2022,4247527,217
49.5,7.6,35.6,13392.72,24/08/2022,4247527,1310
28,5,25.5,3570,24/08/2022,4247527,361
25.4,12.7,17.8,5741.924,24/08/2022,4247527,361
39.4,7.6,31.8,9522.192,24/08/2022,4247527,833
27.4,5.6,24.9,3820.656,24/08/2022,4247527,442
26.4,6.6,23.9,4164.336,24/08/2022,4247527,442
56,4.8,10.4,2795.52,24/08/2022,4247527,442
22.4,3,14.7,987.84,24/08/2022,4247527,515
25.4,7.6,17.8,3436.112,24/08/2022,4247527,343
32,1,29.5,944,24/08/2022,4247527,343
51.1,14.5,37.6,27859.72,24/08/2022,4247527,343
45.7,21.6,22.9,22605.048,24/08/2022,4247527,343
34.3,11.4,20.3,7937.706,24/08/2022,4247527,343
39.4,7.6,31.8,9522.192,24/08/2022,4247527,850
25.4,12.7,17.8,5741.924,24/08/2022,4247527,850
25.4,7.6,22.9,4420.616,10/08/2022,4247527,850
33.7,21.1,25.4,18061.178,24/08/2022,4247527,418
30.2,2.8,27.7,2342.312,24/08/2022,4247527,418
48.3,15.2,33,24227.28,24/08/2022,4247527,418
25.4,12.7,17.8,5741.924,24/08/2022,4247527,212
35.6,7.6,20.3,5492.368,24/08/2022,4247527,614
25.4,12.7,17.8,5741.924,24/08/2022,4247527,614
49.5,7.6,35.6,13392.72,10/08/2022,4247527,614
30.5,10.2,19.1,5942.01,24/08/2022,4247527,530
33,20.3,26.7,17886.33,24/08/2022,4247527,1398
33,11.4,20.3,7636.86,24/08/2022,4247527,1398
25.4,7.6,17.8,3436.112,24/08/2022,4247527,242
46,33,36.8,55862.4,10/08/2022,4247527,242
25.4,12.7,17.8,5741.924,10/08/2022,4247527,242
30,5.6,17.3,2906.4,10/08/2022,4247527,242
35.6,7.6,20.3,5492.368,24/08/2022,4247527,325
24.9,0.5,17.3,215.385,24/08/2022,4247527,538
40.6,26.7,33,35772.66,24/08/2022,4247527,463
25.2,7.8,22.7,4461.912,24/08/2022,4247527,463
43.2,7.6,27.9,9160.128,24/08/2022,4247527,428
31.8,1.3,29.2,1207.128,24/08/2022,4247527,556
49.5,7.6,35.6,13392.72,24/08/2022,4247527,556
30.5,3.8,22.9,2654.11,24/08/2022,4247527,556
32.8,0.3,30.2,297.168,24/08/2022,4247527,166
30,3,27.5,2475,24/08/2022,4247527,495
25.4,10.2,20.3,5259.324,24/08/2022,4247527,290
39.4,7.6,31.8,9522.192,24/08/2022,4247527,290
34.3,11.4,26.7,10440.234,24/08/2022,4247527,370
21.6,3.8,14,1149.12,24/08/2022,4247527,497
34.3,11.4,26.7,10440.234,24/08/2022,4247527,321
40.6,12.7,30.5,15726.41,24/08/2022,4247527,335
25.4,12.7,17.8,5741.924,24/08/2022,4247527,335
30.2,5.3,17.5,2801.05,24/08/2022,4247527,374
27.9,5.1,25.4,3614.166,24/08/2022,4247527,282
25.4,12.7,17.8,5741.924,24/08/2022,4247527,294
35.6,6.6,22.9,5380.584,24/08/2022,4247527,1081
43.2,7.6,27.9,9160.128,24/08/2022,4247527,1081
31.8,1.2,29.3,1118.088,24/08/2022,4247527,679
22.2,8.3,14,2579.64,24/08/2022,4247527,1242
25.4,7.6,17.8,3436.112,24/08/2022,4247527,1216
36.8,17.8,20.3,13297.312,24/08/2022,4247527,1204
25.4,7.6,17.8,3436.112,24/08/2022,4247527,379
32.5,0.5,30,487.5,24/08/2022,4247527,392
39.4,7.6,31.8,9522.192,24/08/2022,4247527,261
27.8,5.2,25.3,3657.368,24/08/2022,4247527,264
40.6,12.7,30.5,15726.41,24/08/2022,4247527,498
25.9,5.3,14.7,2017.869,24/08/2022,4247527,330
48.3,27.9,31.8,42852.726,24/08/2022,4247527,1350
28.7,4.3,26.2,3233.342,24/08/2022,4247527,431
25.4,12.7,17.8,5741.924,24/08/2022,4247527,1265
43.2,7.6,27.9,9160.128,24/08/2022,4247527,1106
41.7,1.5,26.4,1651.32,24/08/2022,4247527,348
25.4,7.6,17.8,3436.112,24/08/2022,4247527,190
53.3,38.1,45.7,92804.361,24/08/2022,4247527,477
32,1,29.5,944,24/08/2022,4247527,477
33,20.3,26.7,17886.33,24/08/2022,4247527,727
30,16.8,29.2,14716.8,24/08/2022,4247527,1143
30.5,10.2,19.1,5942.01,24/08/2022,4247527,438
36.8,17.8,20.3,13297.312,24/08/2022,4247527,438
25.4,7.6,17.8,3436.112,24/08/2022,4247527,396
28.4,4.6,25.9,3383.576,24/08/2022,4247527,396
34.3,7.6,24.1,6282.388,24/08/2022,4247527,880
36.1,7.1,20.8,5331.248,24/08/2022,4247527,682
43.2,7.6,27.9,9160.128,24/08/2022,4247527,682
27.8,5.2,25.3,3657.368,24/08/2022,4247527,300
31.5,1.5,29,1370.25,24/08/2022,4247527,1370
29.6,3.4,27.1,2727.344,24/08/2022,4247527,1370
25.4,7.6,17.8,3436.112,24/08/2022,4247527,357
18.6,1.8,18.5,619.38,24/08/2022,4247527,357
29.7,3.3,27.2,2665.872,24/08/2022,4247527,892
32.1,0.9,29.6,855.144,24/08/2022,4247527,412
37.8,5.3,22.6,4527.684,10/08/2022,4247527,412
34.3,7.6,24.1,6282.388,10/08/2022,4247527,412
31.2,1.8,28.7,1611.792,24/08/2022,4247527,223
25.4,12.7,17.8,5741.924,24/08/2022,4247527,558
30.5,2.5,27.9,2127.375,24/08/2022,4247527,558
36.8,17.8,20.3,13297.312,24/08/2022,4247527,271
48.3,30.5,36.8,54211.92,24/08/2022,4247527,1276
30.5,2.5,27.9,2127.375,24/08/2022,4247527,1276
30.5,0.8,22.9,558.76,24/08/2022,4247527,359
37.9,5.3,22.6,4539.662,10/08/2022,4247527,359
48.3,15.2,33,24227.28,10/08/2022,4247527,359
44.5,20.3,35.6,32159.26,10/08/2022,4247527,359
39.4,7.6,31.8,9522.192,24/08/2022,4247527,486
25.4,12.7,17.8,5741.924,24/08/2022,4247527,1373
40.6,14.6,35.6,21102.256,24/08/2022,4247527,923
40.4,2.8,25.1,2839.312,24/08/2022,4247527,320
34.3,11.4,26.7,10440.234,24/08/2022,4247527,281
33.8,1.8,21.1,1283.724,24/08/2022,4247527,281
25.4,12.7,17.8,5741.924,24/08/2022,4247527,281
39.9,3.3,24.6,3239.082,24/08/2022,4247527,1325
27.2,4.6,17.8,2227.136,24/08/2022,4247527,1326
40.6,12.7,30.5,15726.41,24/08/2022,4247527,517
45.7,21.6,22.9,22605.048,24/08/2022,4247527,415
43.2,7.6,27.9,9160.128,24/08/2022,4247527,490
24.4,1,16.8,409.92,24/08/2022,4247527,490
29.3,3.7,26.8,2905.388,24/08/2022,4247527,490
25.4,7.6,17.8,3436.112,24/08/2022,4247527,469
40.6,12.7,30.5,15726.41,24/08/2022,4247527,471
33,20.3,26.7,17886.33,24/08/2022,4247527,471
33,20.3,26.7,17886.33,24/08/2022,4247527,258
30.4,2.6,27.9,2205.216,24/08/2022,4247527,555
40.6,12.7,30.5,15726.41,24/08/2022,4247527,555
29,4.1,26.4,3138.96,24/08/2022,4247527,1361
25.4,7.6,17.8,3436.112,24/08/2022,4247527,806
30.5,10.2,19.1,5942.01,24/08/2022,4247527,159
39.4,7.6,31.8,9522.192,24/08/2022,4247527,159
34.3,11.4,26.7,10440.234,24/08/2022,4247527,159
32,1,29.5,944,24/08/2022,4247527,159
39.4,7.6,31.8,9522.192,24/08/2022,4247527,519
31.8,1.3,29.2,1207.128,24/08/2022,4247527,1372
24.7,2.7,21.1,1407.159,24/08/2022,4247527,458
30.5,10.2,19.1,5942.01,24/08/2022,4247527,458
48.3,15.2,33,24227.28,24/08/2022,4247527,458
39.4,7.6,31.8,9522.192,24/08/2022,4247527,449
30.7,2.3,28.2,1991.202,24/08/2022,4247527,310
43.2,27.9,30.5,36761.04,24/08/2022,4247527,310
25.4,7.6,17.8,3436.112,24/08/2022,4247527,606
32.4,10.8,17.1,5983.632,24/08/2022,4247527,606
24.1,5.1,16.5,2028.015,24/08/2022,4247527,453
24.1,4.8,16.5,1908.72,24/08/2022,4247527,453
27,6,24.5,3969,24/08/2022,4247527,1104
43.2,27.9,30.5,36761.04,24/08/2022,4247527,581
25.4,12.7,17.8,5741.924,24/08/2022,4247527,301
48.3,15.2,33,24227.28,24/08/2022,4247527,339
24.1,5,16.5,1988.25,24/08/2022,4247527,1130
39.4,7.6,31.8,9522.192,24/08/2022,4247527,1130
45.7,21.6,22.9,22605.048,24/08/2022,4247527,1130
29,4,26.5,3074,24/08/2022,4247527,278
28.6,10.2,21,6126.12,24/08/2022,4247527,278
33,20.3,26.7,17886.33,24/08/2022,4247527,317
33.4,9.8,18.1,5924.492,24/08/2022,4247527,909
32.1,0.9,29.6,855.144,24/08/2022,4247527,466
30,3,27.5,2475,10/08/2022,4247527,466
34.3,7.6,24.1,6282.388,10/08/2022,4247527,466
30.1,2.9,27.6,2409.204,24/08/2022,4247527,376
43.2,27.9,30.5,36761.04,24/08/2022,4247527,376
25.4,12.7,17.8,5741.924,24/08/2022,4247527,376
34.1,9.1,18.8,5833.828,24/08/2022,4247527,376
36.8,17.8,20.3,13297.312,24/08/2022,4247527,467
33,20.3,26.7,17886.33,24/08/2022,4247527,678
29.2,3.8,26.7,2962.632,24/08/2022,4247527,986
24.1,4.6,16.5,1829.19,24/08/2022,4247527,375
23.4,2,15.8,739.44,24/08/2022,4247527,1278
25.9,7.1,23.4,4303.026,24/08/2022,4247527,225
34.3,7.6,24.1,6282.388,24/08/2022,4247527,669
34.3,8.9,19.1,5830.657,24/08/2022,4247527,669
48.3,15.2,33,24227.28,24/08/2022,4247527,1019
40.6,12.7,30.5,15726.41,24/08/2022,4247527,365
25.4,12.7,17.8,5741.924,24/08/2022,4247527,565
31.4,1.6,28.9,1451.936,24/08/2022,4247527,197
39.4,7.6,31.8,9522.192,24/08/2022,4247527,579
22.1,3.3,14.5,1057.485,24/08/2022,4247527,441
38.1,5.1,22.9,4449.699,24/08/2022,4247527,189
29,4.1,26.4,3138.96,24/08/2022,4247527,189
29.8,5.7,17.1,2904.606,24/08/2022,4247527,367
33,8.9,30.5,8957.85,24/08/2022,4247527,459
29.7,5.8,17,2928.42,24/08/2022,4247527,779
25.4,7.6,17.8,3436.112,24/08/2022,4247527,779
24.1,1.7,16.5,676.005,24/08/2022,4247527,1334
38.9,28.2,34.3,37626.414,24/08/2022,4247527,1334
29.5,6.1,16.8,3023.16,24/08/2022,4247527,813
33.5,2,28.4,1902.8,24/08/2022,4247527,813
34.3,7.6,24.1,6282.388,24/08/2022,4247527,202
33,20.3,26.7,17886.33,24/08/2022,4247527,410
36.8,17.8,20.3,13297.312,24/08/2022,4247527,410
31.2,1.8,28.7,1611.792,10/08/2022,4247527,410
32,1,29.5,944,24/08/2022,4247527,615
40.6,12.7,30.5,15726.41,24/08/2022,4247527,615
34.3,11.4,26.7,10440.234,24/08/2022,4247527,404
48.3,27.9,31.8,42852.726,24/08/2022,4247527,492
24.1,8.9,21.6,4632.984,24/08/2022,4247527,768
34.3,11.4,26.7,10440.234,24/08/2022,4247527,768
25.4,7.6,17.8,3436.112,24/08/2022,4247527,768
29.2,3.8,26.7,2962.632,24/08/2022,4247527,349
34.3,7.6,24.1,6282.388,24/08/2022,4247527,1423
30.8,4.8,18.1,2675.904,24/08/2022,4247527,1423
34.3,11.4,26.7,10440.234,24/08/2022,4247527,1404
40.4,2.8,25.1,2839.312,24/08/2022,4247527,587
45.7,21.6,22.9,22605.048,10/08/2022,4247527,587
37.1,6.1,21.8,4933.558,24/08/2022,4247527,302
50.8,30.5,35.6,55158.64,24/08/2022,4247527,311
50.8,30.5,35.6,55158.64,24/08/2022,4247527,311
33,20.3,26.7,17886.33,24/08/2022,4247527,311
33,20.3,26.7,17886.33,24/08/2022,4247527,457
36.8,17.8,20.3,13297.312,24/08/2022,4247527,457
30.5,3.3,22.9,2304.885,24/08/2022,4247527,324
39.4,7.6,31.8,9522.192,24/08/2022,4247527,369
36.6,6.6,21.3,5145.228,24/08/2022,4247527,554
30.5,4.8,22.9,3352.56,24/08/2022,4247527,554
25.4,12.7,17.8,5741.924,24/08/2022,4247527,882
28.7,4.3,26.2,3233.342,24/08/2022,4247527,949
25.4,7.6,17.8,3436.112,24/08/2022,4247527,1036
25.4,12.7,17.8,5741.924,24/08/2022,4247527,1036
21.8,3.6,14.2,1114.416,24/08/2022,4247527,444
32,1,29.5,944,24/08/2022,4247527,381
30.5,1.7,22.9,1187.365,24/08/2022,4247527,381
25.4,12.7,17.8,5741.924,24/08/2022,4247527,381
33.8,9.4,18.5,5877.82,24/08/2022,4247527,551
48.3,15.2,33,24227.28,24/08/2022,4247527,551
31.8,1.3,29.2,1207.128,24/08/2022,4247527,334
48.3,15.2,33,24227.28,24/08/2022,4247527,885
25.4,7.6,17.8,3436.112,24/08/2022,4247527,297
29.2,3.8,26.7,2962.632,24/08/2022,4247527,664
24.4,8.6,21.8,4574.512,24/08/2022,4247527,887
55.9,30.5,45.7,77916.215,24/08/2022,4247527,366
35.6,17.8,30.5,19327.24,24/08/2022,4247527,219
25.4,5.1,17.8,2305.812,24/08/2022,4247527,912
32.3,0.8,29.7,767.448,24/08/2022,4247527,1213
28.2,4.8,25.7,3478.752,24/08/2022,4247527,333
29.5,3.5,27,2787.75,24/08/2022,4247527,476
25.4,7.6,17.8,3436.112,24/08/2022,4247527,429
25.4,12.7,17.8,5741.924,24/08/2022,4247527,255
38.1,5.1,22.9,4449.699,24/08/2022,4247527,255
43.2,7.6,27.9,9160.128,24/08/2022,4247527,528
39.4,7.6,31.8,9522.192,24/08/2022,4247527,528
39.4,7.6,31.8,9522.192,24/08/2022,4247527,262
29.2,3.8,26.7,2962.632,24/08/2022,4247527,235
33,20.3,26.7,17886.33,24/08/2022,4247527,496
25.4,7.6,17.8,3436.112,10/08/2022,4247527,496
39.4,7.6,31.8,9522.192,24/08/2022,4247527,782
61.6,33,41.3,83954.64,24/08/2022,4247527,1103
31.7,1.3,29.2,1203.332,10/08/2022,4247527,1103
31.5,3,11.4,1077.3,24/08/2022,4247527,199
45.7,21.6,22.9,22605.048,24/08/2022,4247527,422
31,2,28.4,1760.8,24/08/2022,4247527,421
33.3,9.9,18,5934.06,24/08/2022,4247527,523
31.8,1.2,29.3,1118.088,24/08/2022,4247527,277
25.4,12.7,17.8,5741.924,24/08/2022,4247527,277
56.4,27.8,31.9,50016.648,17/08/2022,3313071,26770
36.8,17.8,20.3,13297.312,17/08/2022,3313071,26770
56.4,27.8,31.9,50016.648,17/08/2022,3313071,26770
28.5,4.5,26,3334.5,17/08/2022,3313071,26742
36.8,17.8,20.3,13297.312,16/08/2022,3313071,26742
25.4,12.7,17.8,5741.924,16/08/2022,3313071,26742
44.5,20.3,35.6,32159.26,16/08/2022,3313071,26742
34.3,11.4,26.7,10440.234,17/08/2022,3313071,26801
25.4,7.6,17.8,3436.112,17/08/2022,3313071,26801
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26801
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26801
18.6,6.8,11,1391.28,17/08/2022,3313071,25760
30.2,2.8,27.7,2342.312,17/08/2022,3313071,26846
48.3,15.2,33,24227.28,17/08/2022,3313071,26628
40.6,12.7,30.5,15726.41,17/08/2022,3313071,26532
34.3,8.9,19.1,5830.657,22/08/2022,3313071,26532
30.5,10.2,19.1,5942.01,17/08/2022,3313071,26515
29.2,3.8,26.7,2962.632,17/08/2022,3313071,25611
22.2,8.3,14,2579.64,17/08/2022,3313071,26304
40.4,2.8,25.1,2839.312,17/08/2022,3313071,25990
36.8,17.8,20.3,13297.312,25/08/2022,3313071,25990
31.5,1.5,29,1370.25,17/08/2022,3313071,25959
36.2,7,20.9,5296.06,17/08/2022,3313071,25467
30.5,4.3,22.9,3003.335,17/08/2022,3313071,25467
31.2,1.8,28.7,1611.792,17/08/2022,3313071,26645
34.3,11.4,20.3,7937.706,17/08/2022,3313071,26645
31.5,1.5,29,1370.25,17/08/2022,3313071,26349
29,4.1,26.4,3138.96,17/08/2022,3313071,25911
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26038
26.4,6.6,23.9,4164.336,16/08/2022,3313071,26038
36.8,17.8,20.3,13297.312,16/08/2022,3313071,26038
27.9,5.1,25.4,3614.166,17/08/2022,3313071,25943
36.4,6.7,21.2,5170.256,17/08/2022,3313071,26309
48.3,30.5,36.8,54211.92,17/08/2022,3313071,26309
21.3,4.1,13.7,1196.421,16/08/2022,3313071,26309
27.9,5.1,25.4,3614.166,17/08/2022,3313071,26738
27.9,5.1,25.4,3614.166,17/08/2022,3313071,26845
25.4,12.7,17.8,5741.924,16/08/2022,3313071,26845
40.6,12.7,30.5,15726.41,16/08/2022,3313071,26845
25.4,12.7,17.8,5741.924,16/08/2022,3313071,26845
31.2,1.8,28.7,1611.792,17/08/2022,3313071,26586
23.9,6.9,11.2,1846.992,17/08/2022,3313071,26586
27.4,5.6,24.9,3820.656,17/08/2022,3313071,26527
31.9,1.1,29.4,1031.646,17/08/2022,3313071,26766
49.5,7.6,35.6,13392.72,17/08/2022,3313071,26772
50.8,30.5,35.6,55158.64,17/08/2022,3313071,26772
23.9,1.5,16.3,584.355,16/08/2022,3313071,26772
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26130
36.8,17.8,20.3,13297.312,17/08/2022,3313071,25884
24.1,3.3,16.5,1312.245,17/08/2022,3313071,25884
33,20.3,26.7,17886.33,17/08/2022,3313071,26238
36.8,17.8,20.3,13297.312,17/08/2022,3313071,26406
31.8,3.8,19.1,2308.044,17/08/2022,3313071,26637
49.5,7.6,35.6,13392.72,22/08/2022,3313071,26637
31.2,4.3,18.5,2481.96,22/08/2022,3313071,26637
22.4,3,14.7,987.84,22/08/2022,3313071,26637
31.5,1.5,29,1370.25,22/08/2022,3313071,26637
23.4,2,15.7,734.76,16/08/2022,3313071,26637
36.8,17.8,20.3,13297.312,17/08/2022,3313071,26555
43.2,7.6,27.9,9160.128,17/08/2022,3313071,26291
43.2,7.6,27.9,9160.128,17/08/2022,3313071,26291
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26291
25.4,12.7,17.8,5741.924,17/08/2022,3313071,25705
33,20.3,26.7,17886.33,17/08/2022,3313071,26372
25.4,7.6,17.8,3436.112,17/08/2022,3313071,26112
25.4,7.6,17.8,3436.112,17/08/2022,3313071,25566
32.8,0.3,30.2,297.168,17/08/2022,3313071,26042
36.8,17.8,20.3,13297.312,16/08/2022,3313071,26042
25.4,12.7,17.8,5741.924,17/08/2022,3313071,26569
33,10.2,17.8,5991.48,16/08/2022,3313071,26569
